Product_Name,Size,Milk,Whip,Serving_Size,Calories,Total_Fat(g),Saturated_Fat(g),Trans_Fat(g),Cholesterol(mg),Sodium_mg,Carbohydrates(g),Dietary_Fiber(g),Sugar(g),Protein(g),Vitamin_A(%DV),Vitamin_C(%DV),Calcium(%DV),Iron(%DV),Caffiene_mg
Cappuccino,Short,Coconut,No Whip,236,70.0,4.0,4.0,0.0,0.0,75,7,0,6.0,1.0,0,0,0,0,75
Cappuccino,Tall,Nonfat,No Whip,354,60.0,0.1,0.1,0.0,5.0,70,9,0,8.0,6.0,10,0,20,0,75
Cappuccino,Tall,2%,No Whip,354,90.0,3.5,1.5,0.1,15.0,80,9,0,8.0,6.0,10,0,20,0,75
Cappuccino,Tall,Whole,No Whip,354,110.0,6.0,3.0,0.2,15.0,75,9,0,8.0,6.0,8,0,20,0,75
Cappuccino,Tall,Soy,No Whip,354,70.0,3.0,0.4,0.0,0.0,65,7,1,4.0,5.0,6,0,20,8,75
Cappuccino,Tall,Coconut,No Whip,354,100.0,6.0,6.0,0.0,0.0,115,11,0,9.0,1.0,0,0,0,0,75
Cappuccino,Grande,Nonfat,No Whip,473,80.0,0.2,0.1,0.0,5.0,90,12,0,10.0,8.0,15,0,25,0,150
Cappuccino,Grande,2%,No Whip,473,120.0,4.0,2.0,0.1,15.0,100,12,0,10.0,8.0,10,0,25,0,150
Cappuccino,Grande,Whole,No Whip,473,140.0,7.0,4.0,0.2,20.0,90,12,0,10.0,7.0,10,0,20,0,150
Cappuccino,Grande,Soy,No Whip,473,100.0,3.5,0.4,0.0,0.0,80,9,1,5.0,7.0,8,0,25,10,150
Cappuccino,Grande,Coconut,No Whip,473,130.0,8.0,8.0,0.0,0.0,150,14,0,12.0,1.0,0,0,0,0,150
Cappuccino,Venti®,Nonfat,No Whip,591,110.0,0.2,0.2,0.0,5.0,120,16,0,14.0,10.0,20,0,30,0,150
Cappuccino,Venti®,2%,No Whip,591,150.0,6.0,3.0,0.2,25.0,135,16,0,14.0,10.0,15,0,30,0,150
Cappuccino,Venti®,Whole,No Whip,591,190.0,9.0,5.0,0.3,30.0,125,16,0,14.0,10.0,15,0,30,0,150
Cappuccino,Venti®,Soy,No Whip,591,120.0,4.5,0.5,0.0,0.0,110,11,1,7.0,9.0,10,0,35,15,150
Cappuccino,Venti®,Coconut,No Whip,591,170.0,10.0,10.0,0.0,0.0,190,18,0,15.0,2.0,0,0,0,0,150
Caramel Macchiato,Short,Nonfat,No Whip,236,100.0,1.0,0.5,0.0,5.0,70,16,0,15.0,5.0,10,0,15,0,75
Caramel Macchiato,Short,2%,No Whip,236,120.0,4.0,2.5,0.1,15.0,80,16,0,15.0,5.0,10,0,15,0,75
Caramel Macchiato,Short,Whole,No Whip,236,140.0,6.0,3.5,0.1,20.0,70,16,0,15.0,5.0,8,0,15,0,75
Caramel Macchiato,Short,Soy,No Whip,236,100.0,3.0,1.0,0.0,0.0,60,14,1,11.0,4.0,6,0,15,8,75
Caramel Macchiato,Short,Coconut,No Whip,236,100.0,4.0,3.5,0.0,0.0,70,14,0,13.0,1.0,0,0,0,0,75
Caramel Macchiato,Tall,Nonfat,No Whip,354,150.0,1.5,1.0,0.0,10.0,105,27,0,25.0,8.0,15,0,25,0,75
Caramel Macchiato,Tall,2%,No Whip,354,190.0,6.0,3.5,0.2,20.0,120,26,0,25.0,8.0,15,0,25,0,75
Caramel Macchiato,Tall,Whole,No Whip,354,210.0,9.0,5.0,0.2,25.0,110,26,0,25.0,8.0,10,0,25,0,75
Caramel Macchiato,Tall,Soy,No Whip,354,160.0,4.5,1.0,0.0,5.0,95,22,1,19.0,6.0,10,0,25,10,75
Caramel Macchiato,Tall,Coconut,No Whip,354,150.0,6.0,6.0,0.0,5.0,105,23,0,21.0,1.0,2,0,0,0,75
Caramel Macchiato,Grande,Nonfat,No Whip,473,200.0,1.5,1.0,0.0,10.0,135,36,0,34.0,11.0,20,0,35,0,150
Caramel Macchiato,Grande,2%,No Whip,473,250.0,7.0,4.5,0.2,25.0,150,35,0,33.0,10.0,20,2,30,0,150
Caramel Macchiato,Grande,Whole,No Whip,473,280.0,11.0,6.0,0.3,35.0,140,35,0,33.0,10.0,15,0,30,0,150
Caramel Macchiato,Grande,Soy,No Whip,473,210.0,6.0,1.5,0.0,5.0,120,30,1,26.0,9.0,15,0,35,15,150
Caramel Macchiato,Grande,Coconut,No Whip,473,200.0,8.0,7.0,0.0,5.0,130,32,0,29.0,1.0,2,0,0,0,150
Caramel Macchiato,Venti®,Nonfat,No Whip,591,250.0,1.5,1.0,0.0,10.0,170,45,0,42.0,13.0,25,0,40,0,150
Caramel Macchiato,Venti®,2%,No Whip,591,310.0,9.0,6.0,0.3,35.0,190,44,0,42.0,13.0,20,2,40,0,150
Caramel Macchiato,Venti®,Whole,No Whip,591,350.0,13.0,8.0,0.4,40.0,170,44,0,42.0,12.0,20,0,40,0,150
Caramel Macchiato,Venti®,Soy,No Whip,591,260.0,7.0,1.5,0.0,5.0,150,38,1,33.0,11.0,15,0,40,20,150
Caramel Macchiato,Venti®,Coconut,No Whip,591,250.0,10.0,9.0,0.0,5.0,170,39,0,36.0,1.0,2,0,0,0,150
Iced Caramel Macchiato,Tall,Nonfat,No Whip,354,140.0,1.5,1.0,0.0,10.0,100,26,0,24.0,7.0,15,0,25,0,75
Iced Caramel Macchiato,Tall,2%,No Whip,354,180.0,5.0,3.5,0.2,20.0,110,26,0,24.0,7.0,10,0,20,0,75
Iced Caramel Macchiato,Tall,Whole,No Whip,354,200.0,8.0,4.5,0.2,25.0,100,26,0,24.0,7.0,10,0,20,0,75
Iced Caramel Macchiato,Tall,Soy,No Whip,354,160.0,4.5,1.5,0.0,5.0,90,22,1,19.0,6.0,10,0,25,10,75
Iced Caramel Macchiato,Tall,Coconut,No Whip,354,140.0,6.0,5.0,0.0,5.0,95,23,0,21.0,1.0,2,0,0,0,75
Iced Caramel Macchiato,Grande,Nonfat,No Whip,473,210.0,2.0,1.5,0.0,10.0,135,37,0,35.0,10.0,20,0,30,0,150
Iced Caramel Macchiato,Grande,2%,No Whip,473,250.0,7.0,4.5,0.2,25.0,150,37,0,34.0,10.0,15,0,30,0,150
Iced Caramel Macchiato,Grande,Whole,No Whip,473,280.0,11.0,6.0,0.3,35.0,140,37,0,34.0,9.0,15,0,30,0,150
Iced Caramel Macchiato,Grande,Soy,No Whip,473,220.0,6.0,2.0,0.0,5.0,125,32,1,28.0,8.0,15,0,30,15,150
Iced Caramel Macchiato,Grande,Coconut,No Whip,473,210.0,8.0,7.0,0.0,5.0,130,33,0,30.0,1.0,2,0,2,0,150
Iced Caramel Macchiato,Venti®,Nonfat,No Whip,709,290.0,2.5,1.5,0.0,15.0,180,53,0,50.0,14.0,25,0,45,0,225
Iced Caramel Macchiato,Venti®,2%,No Whip,709,350.0,9.0,6.0,0.3,35.0,200,53,0,49.0,13.0,25,2,40,0,225
Iced Caramel Macchiato,Venti®,Whole,No Whip,709,390.0,14.0,8.0,0.4,45.0,190,53,0,49.0,13.0,20,0,40,0,225
Iced Caramel Macchiato,Venti®,Soy,No Whip,709,310.0,8.0,2.0,0.0,5.0,170,47,1,40.0,11.0,15,0,45,20,225
Iced Caramel Macchiato,Venti®,Coconut,No Whip,709,290.0,10.0,9.0,0.0,5.0,170,47,0,43.0,2.0,2,0,2,0,225
Cinnamon Dolce Latte,Short,Nonfat,No Whip,236,100.0,0.1,0.1,0.0,5.0,70,20,0,19.0,6.0,10,0,20,0,75
Cinnamon Dolce Latte,Short,Nonfat,Whip,236,160.0,5.0,3.5,0.2,20.0,75,22,0,21.0,6.0,15,0,20,0,75
Cinnamon Dolce Latte,Short,2%,No Whip,236,130.0,3.0,1.5,0.1,15.0,75,20,0,19.0,6.0,8,0,15,0,75
Cinnamon Dolce Latte,Short,2%,Whip,236,180.0,8.0,5.0,0.2,30.0,80,22,0,20.0,6.0,15,0,20,0,75
Cinnamon Dolce Latte,Short,Whole,No Whip,236,150.0,5.0,3.0,0.2,15.0,70,20,0,19.0,5.0,8,0,15,0,75
Cinnamon Dolce Latte,Short,Whole,Whip,236,200.0,10.0,6.0,0.3,35.0,75,22,0,20.0,6.0,15,0,15,0,75
Cinnamon Dolce Latte,Short,Soy,No Whip,236,110.0,2.5,0.3,0.0,0.0,60,17,1,15.0,5.0,6,0,20,8,75
Cinnamon Dolce Latte,Short,Soy,Whip,236,170.0,8.0,3.5,0.2,20.0,65,19,1,16.0,5.0,10,0,20,8,75
Cinnamon Dolce Latte,Short,Coconut,No Whip,236,110.0,3.5,3.5,0.0,0.0,70,18,0,17.0,1.0,0,0,0,0,75
Cinnamon Dolce Latte,Short,Coconut,Whip,236,160.0,9.0,7.0,0.2,20.0,75,20,0,19.0,1.0,6,0,2,0,75
Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354,160.0,0.2,0.1,0.0,5.0,110,31,0,30.0,9.0,15,0,30,0,75
Cinnamon Dolce Latte,Tall,Nonfat,Whip,354,220.0,6.0,4.0,0.2,30.0,115,33,0,31.0,9.0,25,0,30,0,75
Cinnamon Dolce Latte,Tall,2%,No Whip,354,200.0,5.0,2.5,0.2,20.0,125,30,0,29.0,9.0,15,0,30,0,75
Cinnamon Dolce Latte,Tall,2%,Whip,354,270.0,11.0,6.0,0.3,45.0,130,32,0,31.0,9.0,20,2,30,0,75
Cinnamon Dolce Latte,Tall,Whole,No Whip,354,230.0,8.0,5.0,0.3,25.0,110,30,0,29.0,8.0,10,0,25,0,75
Cinnamon Dolce Latte,Tall,Whole,Whip,354,290.0,14.0,9.0,0.4,50.0,120,32,0,31.0,9.0,20,0,30,0,75
Cinnamon Dolce Latte,Tall,Soy,No Whip,354,170.0,4.0,0.5,0.0,0.0,95,26,1,23.0,7.0,10,0,30,15,75
Cinnamon Dolce Latte,Tall,Soy,Whip,354,240.0,10.0,4.5,0.2,20.0,100,28,1,25.0,8.0,15,0,30,15,75
Cinnamon Dolce Latte,Tall,Coconut,No Whip,354,160.0,6.0,6.0,0.0,0.0,110,27,0,26.0,1.0,0,0,0,0,75
Cinnamon Dolce Latte,Tall,Coconut,Whip,354,230.0,12.0,9.0,0.2,20.0,115,29,0,28.0,1.0,6,0,2,0,75
Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473,210.0,0.3,0.2,0.0,5.0,135,40,0,38.0,11.0,20,0,35,0,150
Cinnamon Dolce Latte,Grande,Nonfat,Whip,473,280.0,7.0,4.5,0.2,30.0,140,43,0,40.0,12.0,25,0,35,0,150
Cinnamon Dolce Latte,Grande,2%,No Whip,473,260.0,6.0,3.0,0.2,25.0,150,40,0,38.0,11.0,20,2,35,0,150
Cinnamon Dolce Latte,Grande,2%,Whip,473,330.0,13.0,8.0,0.4,50.0,160,42,0,40.0,12.0,25,2,35,0,150
Cinnamon Dolce Latte,Grande,Whole,No Whip,473,300.0,10.0,6.0,0.3,30.0,140,40,0,38.0,11.0,15,0,35,0,150
Cinnamon Dolce Latte,Grande,Whole,Whip,473,370.0,17.0,10.0,0.5,60.0,150,42,0,40.0,11.0,25,0,35,0,150
Cinnamon Dolce Latte,Grande,Soy,No Whip,473,220.0,5.0,0.5,0.0,0.0,120,34,1,30.0,9.0,10,0,35,15,150
Cinnamon Dolce Latte,Grande,Soy,Whip,473,300.0,12.0,5.0,0.2,25.0,125,37,1,32.0,10.0,20,0,35,15,150
Cinnamon Dolce Latte,Grande,Coconut,No Whip,473,210.0,7.0,7.0,0.0,0.0,140,36,0,33.0,1.0,0,0,0,0,150
Cinnamon Dolce Latte,Grande,Coconut,Whip,473,290.0,14.0,11.0,0.2,25.0,150,38,0,36.0,2.0,8,0,2,0,150
Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,591,270.0,0.3,0.2,0.0,10.0,180,51,0,49.0,15.0,25,0,45,0,150
Cinnamon Dolce Latte,Venti®,Nonfat,Whip,591,340.0,7.0,4.5,0.2,35.0,190,54,0,51.0,15.0,35,0,50,2,150
Cinnamon Dolce Latte,Venti®,2%,No Whip,591,330.0,8.0,4.0,0.2,35.0,200,50,0,48.0,15.0,25,2,45,0,150
Cinnamon Dolce Latte,Venti®,2%,Whip,591,410.0,15.0,9.0,0.5,60.0,210,53,0,50.0,15.0,30,2,45,0,150
Cinnamon Dolce Latte,Venti®,Whole,No Whip,591,380.0,14.0,8.0,0.4,40.0,180,50,0,48.0,14.0,20,0,45,0,150
Cinnamon Dolce Latte,Venti®,Whole,Whip,591,450.0,21.0,12.0,0.5,70.0,190,53,0,50.0,14.0,30,0,45,2,150
Cinnamon Dolce Latte,Venti®,Soy,No Whip,591,280.0,6.0,1.0,0.0,0.0,160,43,2,38.0,12.0,15,0,45,20,150
Cinnamon Dolce Latte,Venti®,Soy,Whip,591,360.0,13.0,5.0,0.2,25.0,160,46,2,40.0,12.0,25,0,50,20,150
Cinnamon Dolce Latte,Venti®,Coconut,No Whip,591,270.0,10.0,9.0,0.0,0.0,180,45,0,42.0,2.0,0,0,0,0,150
Cinnamon Dolce Latte,Venti®,Coconut,Whip,591,350.0,17.0,14.0,0.2,25.0,190,47,0,45.0,2.0,8,0,2,0,150
Flat White,Short,Nonfat,No Whip,236,60.0,0.1,0.1,0.0,5.0,70,9,0,8.0,6.0,10,0,20,0,130
Flat White,Short,2%,No Whip,236,90.0,3.5,2.0,0.1,15.0,80,9,0,8.0,6.0,10,0,20,0,130
Flat White,Short,Whole,No Whip,236,110.0,5.0,3.0,0.2,15.0,70,9,0,8.0,6.0,8,0,15,0,130
Flat White,Short,Soy,No Whip,236,70.0,2.5,0.3,0.0,0.0,65,6,1,4.0,5.0,6,0,20,8,130
Flat White,Short,Coconut,No Whip,236,60.0,4.0,3.5,0.0,0.0,70,7,0,5.0,1.0,0,0,0,0,130
Flat White,Tall,Nonfat,No Whip,354,100.0,0.2,0.2,0.0,5.0,115,15,0,13.0,10.0,15,0,30,0,130
Flat White,Tall,2%,No Whip,354,140.0,5.0,3.5,0.2,20.0,130,14,0,13.0,9.0,15,0,30,0,130
Flat White,Tall,Whole,No Whip,354,170.0,9.0,5.0,0.3,25.0,115,14,0,13.0,9.0,15,0,30,0,130
Flat White,Tall,Soy,No Whip,354,110.0,4.0,0.5,0.0,0.0,100,10,1,6.0,8.0,10,0,30,15,130
Flat White,Tall,Coconut,No Whip,354,100.0,6.0,6.0,0.0,0.0,110,11,0,9.0,1.0,0,0,0,0,130
Flat White,Grande,Nonfat,No Whip,473,130.0,0.3,0.2,0.0,5.0,150,19,0,17.0,12.0,20,0,40,0,195
Flat White,Grande,2%,No Whip,473,180.0,7.0,4.5,0.3,30.0,160,18,0,17.0,12.0,20,2,40,0,195
Flat White,Grande,Whole,No Whip,473,220.0,11.0,7.0,0.3,35.0,150,18,0,17.0,12.0,15,0,35,0,195
Flat White,Grande,Soy,No Whip,473,150.0,5.0,0.5,0.0,0.0,130,13,1,8.0,10.0,15,0,40,20,195
Flat White,Grande,Coconut,No Whip,473,130.0,8.0,7.0,0.0,0.0,140,14,0,11.0,1.0,0,0,0,0,195
Flat White,Venti®,Nonfat,No Whip,591,170.0,0.4,0.3,0.0,10.0,190,24,0,23.0,16.0,30,0,50,0,195
Flat White,Venti®,2%,No Whip,591,240.0,9.0,6.0,0.4,35.0,220,24,0,22.0,16.0,25,2,50,0,195
Flat White,Venti®,Whole,No Whip,591,290.0,15.0,9.0,0.4,45.0,200,24,0,22.0,15.0,20,0,45,0,195
Flat White,Venti®,Soy,No Whip,591,190.0,7.0,1.0,0.0,0.0,170,16,2,11.0,13.0,20,0,50,25,195
Flat White,Venti®,Coconut,No Whip,591,170.0,10.0,10.0,0.0,0.0,190,18,0,15.0,2.0,0,0,0,0,195
Latte Macchiato,Short,Nonfat,No Whip,236,60.0,0.1,0.1,0.0,5.0,70,10,0,8.0,6.0,10,0,20,0,150
Latte Macchiato,Short,2%,No Whip,236,90.0,3.5,2.0,0.1,15.0,80,9,0,8.0,6.0,10,0,20,0,150
Latte Macchiato,Short,Whole,No Whip,236,110.0,5.0,3.0,0.2,15.0,70,9,0,8.0,6.0,8,0,15,0,150
Latte Macchiato,Short,Soy,No Whip,236,70.0,2.5,0.3,0.0,0.0,60,7,1,4.0,5.0,6,0,20,8,150
Latte Macchiato,Short,Coconut,No Whip,236,70.0,3.5,3.5,0.0,0.0,70,7,0,5.0,1.0,0,0,0,0,150
Latte Macchiato,Tall,Nonfat,No Whip,354,100.0,0.2,0.2,0.0,5.0,115,15,0,13.0,10.0,15,0,30,0,150
Latte Macchiato,Tall,2%,No Whip,354,140.0,5.0,3.5,0.2,20.0,130,15,0,13.0,9.0,15,0,30,0,150
Latte Macchiato,Tall,Whole,No Whip,354,170.0,9.0,5.0,0.3,25.0,115,15,0,13.0,9.0,15,0,30,0,150
Latte Macchiato,Tall,Soy,No Whip,354,110.0,4.0,0.5,0.0,0.0,100,10,1,6.0,8.0,10,0,30,15,150
Latte Macchiato,Tall,Coconut,No Whip,354,100.0,6.0,6.0,0.0,0.0,110,11,0,9.0,1.0,0,0,0,0,150
Latte Macchiato,Grande,Nonfat,No Whip,473,130.0,0.3,0.2,0.0,5.0,150,19,0,17.0,12.0,20,0,40,0,225
Latte Macchiato,Grande,2%,No Whip,473,190.0,7.0,4.5,0.3,30.0,160,19,0,17.0,12.0,20,2,40,0,225
Latte Macchiato,Grande,Whole,No Whip,473,220.0,11.0,6.0,0.3,35.0,150,19,0,17.0,12.0,15,0,35,0,225
Latte Macchiato,Grande,Soy,No Whip,473,140.0,5.0,0.5,0.0,0.0,125,13,1,8.0,10.0,15,0,40,15,225
Latte Macchiato,Grande,Coconut,No Whip,473,130.0,8.0,7.0,0.0,0.0,140,14,0,11.0,2.0,0,0,0,0,225
Latte Macchiato,Venti®,Nonfat,No Whip,591,170.0,0.4,0.3,0.0,10.0,190,25,0,23.0,16.0,30,0,50,0,225
Latte Macchiato,Venti®,2%,No Whip,591,240.0,9.0,6.0,0.4,35.0,210,24,0,22.0,16.0,25,2,50,0,225
Latte Macchiato,Venti®,Whole,No Whip,591,290.0,15.0,8.0,0.4,45.0,200,24,0,22.0,15.0,20,0,45,0,225
Latte Macchiato,Venti®,Soy,No Whip,591,190.0,7.0,1.0,0.0,0.0,170,16,2,10.0,13.0,15,0,50,20,225
Latte Macchiato,Venti®,Coconut,No Whip,591,170.0,10.0,10.0,0.0,0.0,190,18,0,15.0,2.0,0,0,0,0,225
Skinny Cinnamon Dolce Latte,Short,Nonfat,No Whip,236,60.0,0.1,0.1,0.0,5.0,80,9,0,8.0,6.0,10,0,20,0,75
Skinny Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354,100.0,0.2,0.1,0.0,5.0,125,14,0,13.0,9.0,15,0,30,0,75
Skinny Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473,120.0,0.3,0.2,0.0,5.0,160,19,0,16.0,12.0,20,0,35,0,150
Skinny Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,591,160.0,0.3,0.2,0.0,10.0,200,24,0,21.0,15.0,25,0,50,0,150
Iced Skinny Cinnamon Dolce Latte,Tall,Nonfat,No Whip,354,60.0,0.1,0.1,0.0,5.0,80,9,0,8.0,6.0,10,0,20,0,75
Iced Skinny Cinnamon Dolce Latte,Grande,Nonfat,No Whip,473,80.0,0.2,0.1,0.0,5.0,105,12,0,10.0,7.0,10,0,20,0,150
Iced Skinny Cinnamon Dolce Latte,Venti®,Nonfat,No Whip,709,110.0,0.2,0.2,0.0,5.0,140,17,0,14.0,10.0,15,0,30,0,225
Skinny Mocha,Short,Nonfat,No Whip,236,80.0,1.0,0.5,0.0,5.0,70,12,2,7.0,7.0,8,0,15,30,75
Skinny Mocha,Tall,Nonfat,No Whip,354,130.0,1.0,1.0,0.1,5.0,115,18,3,12.0,11.0,15,0,30,45,75
Skinny Mocha,Grande,Nonfat,No Whip,473,160.0,1.5,1.0,0.1,5.0,140,24,4,15.0,14.0,20,0,35,60,150
Skinny Mocha,Venti®,Nonfat,No Whip,591,210.0,2.0,1.5,0.1,10.0,190,30,5,19.0,18.0,25,0,45,70,150
Iced Skinny Mocha,Tall,Nonfat,No Whip,354,90.0,1.0,0.5,0.1,5.0,75,13,3,7.0,7.0,8,0,15,45,75
Iced Skinny Mocha,Grande,Nonfat,No Whip,473,120.0,1.5,1.0,0.1,5.0,95,17,4,8.0,9.0,10,0,20,60,150
Iced Skinny Mocha,Venti®,Nonfat,No Whip,709,170.0,2.5,1.5,0.1,5.0,130,25,6,11.0,13.0,15,0,30,90,225
Starbucks Doubleshot on Ice,Tall,Nonfat,No Whip,354,70.0,0.0,0.0,0.0,0.0,35,14,0,13.0,3.0,4,0,8,0,150
Starbucks Doubleshot on Ice,Tall,2%,No Whip,354,80.0,1.0,1.0,0.1,5.0,35,14,0,13.0,3.0,4,0,8,0,150
Starbucks Doubleshot on Ice,Tall,Whole,No Whip,354,90.0,2.0,1.0,0.1,5.0,35,14,0,13.0,2.0,2,0,8,0,150
Starbucks Doubleshot on Ice,Tall,Soy,No Whip,354,70.0,1.0,0.1,0.0,0.0,30,13,0,11.0,2.0,2,0,8,4,150
Starbucks Doubleshot on Ice,Tall,Coconut,No Whip,354,70.0,1.5,1.5,0.0,0.0,30,13,0,12.0,1.0,0,0,0,0,150
Starbucks Doubleshot on Ice,Grande,Nonfat,No Whip,473,90.0,0.0,0.0,0.0,0.0,35,20,0,18.0,3.0,4,0,8,0,225
Starbucks Doubleshot on Ice,Grande,2%,No Whip,473,100.0,1.0,1.0,0.1,5.0,40,20,0,18.0,3.0,4,0,8,0,225
Starbucks Doubleshot on Ice,Grande,Whole,No Whip,473,110.0,2.0,1.0,0.1,5.0,35,20,0,18.0,3.0,2,0,8,0,225
Starbucks Doubleshot on Ice,Grande,Soy,No Whip,473,100.0,1.0,0.1,0.0,0.0,35,19,0,16.0,3.0,2,0,8,4,225
Starbucks Doubleshot on Ice,Grande,Coconut,No Whip,473,90.0,1.5,1.5,0.0,0.0,35,19,0,17.0,1.0,0,0,2,0,225
Starbucks Doubleshot on Ice,Venti®,Nonfat,No Whip,709,150.0,0.1,0.1,0.0,0.0,50,33,0,29.0,4.0,6,0,10,0,375
Starbucks Doubleshot on Ice,Venti®,2%,No Whip,709,170.0,2.0,1.0,0.1,5.0,55,33,0,29.0,4.0,6,0,10,0,375
Starbucks Doubleshot on Ice,Venti®,Whole,No Whip,709,180.0,3.0,1.5,0.1,10.0,50,33,0,29.0,4.0,4,0,10,0,375
Starbucks Doubleshot on Ice,Venti®,Soy,No Whip,709,160.0,1.5,0.2,0.0,0.0,45,31,0,27.0,4.0,4,0,10,4,375
Starbucks Doubleshot on Ice,Venti®,Coconut,No Whip,709,150.0,2.0,2.0,0.0,0.0,50,32,0,28.0,2.0,0,0,2,0,375
White Chocolate Mocha,Short,Nonfat,No Whip,236,180.0,3.0,2.5,0.0,5.0,115,30,0,29.0,7.0,8,0,20,0,75
White Chocolate Mocha,Short,Nonfat,Whip,236,230.0,8.0,6.0,0.2,25.0,120,32,0,30.0,7.0,15,0,25,0,75
White Chocolate Mocha,Short,2%,No Whip,236,200.0,6.0,3.5,0.1,15.0,120,30,0,29.0,7.0,8,2,20,0,75
White Chocolate Mocha,Short,2%,Whip,236,250.0,11.0,7.0,0.2,35.0,125,32,0,30.0,7.0,15,2,25,0,75
White Chocolate Mocha,Short,Whole,No Whip,236,210.0,8.0,5.0,0.1,15.0,115,30,0,29.0,7.0,6,0,20,0,75
White Chocolate Mocha,Short,Whole,Whip,236,270.0,13.0,8.0,0.3,35.0,120,32,0,30.0,7.0,15,0,20,0,75
White Chocolate Mocha,Short,Soy,No Whip,236,180.0,5.0,2.5,0.0,5.0,105,28,1,25.0,6.0,6,0,20,8,75
White Chocolate Mocha,Short,Soy,Whip,236,230.0,10.0,6.0,0.2,20.0,110,29,1,26.0,6.0,10,0,25,8,75
White Chocolate Mocha,Short,Coconut,No Whip,236,180.0,6.0,5.0,0.0,5.0,115,28,0,27.0,3.0,0,0,6,0,75
White Chocolate Mocha,Short,Coconut,Whip,236,230.0,11.0,9.0,0.2,20.0,120,30,0,28.0,3.0,6,0,8,0,75
White Chocolate Mocha,Tall,Nonfat,No Whip,354,270.0,4.5,3.5,0.0,10.0,180,46,0,45.0,11.0,15,2,35,0,75
White Chocolate Mocha,Tall,Nonfat,Whip,354,330.0,10.0,7.0,0.2,30.0,190,48,0,46.0,12.0,20,2,35,0,75
White Chocolate Mocha,Tall,2%,No Whip,354,300.0,9.0,6.0,0.1,25.0,190,46,0,44.0,11.0,15,2,35,0,75
White Chocolate Mocha,Tall,2%,Whip,354,370.0,15.0,10.0,0.3,45.0,200,47,0,46.0,11.0,20,2,35,0,75
White Chocolate Mocha,Tall,Whole,No Whip,354,330.0,12.0,8.0,0.2,30.0,180,46,0,44.0,11.0,10,2,35,0,75
White Chocolate Mocha,Tall,Whole,Whip,354,390.0,18.0,12.0,0.4,50.0,190,47,0,46.0,11.0,20,2,35,0,75
White Chocolate Mocha,Tall,Soy,No Whip,354,280.0,8.0,4.0,0.0,5.0,170,41,1,38.0,10.0,10,2,35,10,75
White Chocolate Mocha,Tall,Soy,Whip,354,340.0,14.0,8.0,0.2,25.0,170,43,1,40.0,10.0,15,2,35,10,75
White Chocolate Mocha,Tall,Coconut,No Whip,354,270.0,10.0,9.0,0.0,5.0,180,42,0,41.0,4.0,0,2,10,0,75
White Chocolate Mocha,Tall,Coconut,Whip,354,330.0,16.0,12.0,0.2,25.0,180,44,0,43.0,4.0,6,2,10,0,75
White Chocolate Mocha,Grande,Nonfat,No Whip,473,350.0,6.0,4.5,0.0,10.0,230,61,0,58.0,14.0,20,2,45,0,150
White Chocolate Mocha,Grande,Nonfat,Whip,473,420.0,13.0,9.0,0.2,35.0,240,63,0,60.0,15.0,25,2,45,0,150
White Chocolate Mocha,Grande,2%,No Whip,473,400.0,11.0,7.0,0.2,30.0,240,60,0,58.0,14.0,15,2,45,0,150
White Chocolate Mocha,Grande,2%,Whip,473,470.0,18.0,12.0,0.4,55.0,250,62,0,59.0,14.0,25,2,45,0,150
White Chocolate Mocha,Grande,Whole,No Whip,473,430.0,15.0,10.0,0.3,35.0,230,60,0,58.0,14.0,15,2,40,0,150
White Chocolate Mocha,Grande,Whole,Whip,473,500.0,22.0,14.0,0.5,60.0,240,62,0,59.0,14.0,20,2,45,0,150
White Chocolate Mocha,Grande,Soy,No Whip,473,360.0,10.0,5.0,0.0,5.0,210,55,1,51.0,12.0,10,2,45,15,150
White Chocolate Mocha,Grande,Soy,Whip,473,430.0,17.0,10.0,0.2,30.0,220,57,1,52.0,13.0,20,2,45,15,150
White Chocolate Mocha,Grande,Coconut,No Whip,473,350.0,12.0,11.0,0.0,5.0,230,56,0,54.0,5.0,0,2,10,0,150
White Chocolate Mocha,Grande,Coconut,Whip,473,420.0,19.0,15.0,0.2,30.0,230,58,0,56.0,6.0,8,2,15,0,150
White Chocolate Mocha,Venti®,Nonfat,No Whip,591,440.0,7.0,6.0,0.0,15.0,300,77,0,74.0,18.0,25,2,60,2,150
White Chocolate Mocha,Venti®,Nonfat,Whip,591,510.0,14.0,10.0,0.2,40.0,300,79,0,76.0,19.0,30,2,60,2,150
White Chocolate Mocha,Venti®,2%,No Whip,591,500.0,15.0,10.0,0.2,35.0,320,76,0,74.0,18.0,20,4,60,0,150
White Chocolate Mocha,Venti®,2%,Whip,591,580.0,22.0,14.0,0.4,65.0,320,78,0,75.0,19.0,30,4,60,2,150
White Chocolate Mocha,Venti®,Whole,No Whip,591,550.0,20.0,13.0,0.4,45.0,300,76,0,74.0,18.0,20,2,60,2,150
White Chocolate Mocha,Venti®,Whole,Whip,591,620.0,27.0,17.0,0.5,70.0,310,78,0,75.0,18.0,25,2,60,2,150
